# 1.x 2.sin(x) 3.cos(x)
#
2.180000000000000160e+00 8.201039476213740631e-01 -5.722145708524368768e-01
2.189999999999999947e+00 8.143408924257959924e-01 -5.803868631552218105e-01
2.200000000000000178e+00 8.084964038195900926e-01 -5.885011172553458181e-01
2.209999999999999964e+00 8.025710662467472334e-01 -5.965565217341598503e-01
2.220000000000000195e+00 7.965654722360865359e-01 -6.045522710579296355e-01
2.229999999999999982e+00 7.904802223420047680e-01 -6.124875656583851358e-01
2.240000000000000213e+00 7.843159250844198294e-01 -6.203616120126798084e-01
2.250000000000000000e+00 7.780731968879212035e-01 -6.281736227227391334e-01
2.260000000000000231e+00 7.717526620201257126e-01 -6.359228165940027377e-01
2.270000000000000018e+00 7.653549525292534517e-01 -6.436084187135405754e-01
2.280000000000000249e+00 7.588807081809217925e-01 -6.512296605275458283e-01
2.290000000000000036e+00 7.523305763941707802e-01 -6.587857799181877638e-01
2.300000000000000266e+00 7.457052121767200337e-01 -6.662760212798244375e-01
2.310000000000000053e+00 7.390052780594708048e-01 -6.736996355945609194e-01
2.319999999999999840e+00 7.322314440302514216e-01 -6.810558805071524890e-01
2.330000000000000071e+00 7.253843874668195468e-01 -6.883440203992383655e-01
2.339999999999999858e+00 7.184647930691262507e-01 -6.955633264629019763e-01
2.350000000000000089e+00 7.114733527908443378e-01 -7.027130767735538797e-01
2.359999999999999876e+00 7.044107657701761394e-01 -7.097925563621204637e-01
2.370000000000000107e+00 6.972777382599377738e-01 -7.168010572865428642e-01
2.379999999999999893e+00 6.900749835569364166e-01 -7.237378787025685600e-01
2.390000000000000124e+00 6.828032219306396922e-01 -7.306023269338371984e-01
2.399999999999999911e+00 6.754631805511509546e-01 -7.373937155412454425e-01
2.410000000000000142e+00 6.680555934164909004e-01 -7.441113653915925052e-01
2.419999999999999929e+00 6.605812012792007248e-01 -7.507546047254909372e-01
2.430000000000000160e+00 6.530407515722648215e-01 -7.573227692245437792e-01
2.439999999999999947e+00 6.454349983343707908e-01 -7.638152020777740914e-01
2.450000000000000178e+00 6.377647021345036471e-01 -7.702312540473074121e-01
2.459999999999999964e+00 6.300306299958922107e-01 -7.765702835332930487e-01
2.470000000000000195e+00 6.222335553193045765e-01 -7.828316566380653097e-01
2.479999999999999982e+00 6.143742578057117543e-01 -7.890147472295311326e-01
2.490000000000000213e+00 6.064535233783147072e-01 -7.951189370037843318e-01
2.500000000000000000e+00 5.984721441039564382e-01 -8.011436155469336962e-01
2.510000000000000231e+00 5.904309181139126839e-01 -8.070881803961461598e-01
2.520000000000000018e+00 5.823306495240818670e-01 -8.129520370998899459e-01
2.530000000000000249e+00 5.741721483545723093e-01 -8.187345992773817915e-01
2.540000000000000036e+00 5.659562304487028017e-01 -8.244352886772222666e-01
2.550000000000000266e+00 5.576837173914166446e-01 -8.300535352352224061e-01
2.560000000000000053e+00 5.493554364271265866e-01 -8.355887771314076673e-01
2.569999999999999840e+00 5.409722203769885551e-01 -8.410404608462014320e-01
2.580000000000000071e+00 5.325349075556211620e-01 -8.464080412157756195e-01
2.589999999999999858e+00 5.240443416872760940e-01 -8.516909814865655237e-01
2.600000000000000089e+00 5.155013718214641605e-01 -8.568887533689473202e-01
2.609999999999999876e+00 5.069068522480534300e-01 -8.620008370900634764e-01
2.620000000000000107e+00 4.982616424118385678e-01 -8.670267214458023952e-01
2.629999999999999893e+00 4.895666068265995263e-01 -8.719659038519165239e-01
2.640000000000000124e+00 4.808226149886482559e-01 -8.768178903942814850e-01
2.649999999999999911e+00 4.720305412898826436e-01 -8.815821958782859014e-01
2.660000000000000142e+00 4.631912649303451812e-01 -8.862583438773520284e-01
2.669999999999999929e+00 4.543056698303064578e-01 -8.908458667805764231e-01
2.680000000000000160e+00 4.453746445418711453e-01 -8.953443058394920939e-01
2.689999999999999947e+00 4.363990821601262948e-01 -8.997532112139413618e-01
2.700000000000000178e+00 4.273798802338297786e-01 -9.040721420170612088e-01
2.709999999999999964e+00 4.183179406756589724e-01 -9.083006663593701235e-01
2.720000000000000195e+00 4.092141696720172916e-01 -9.124383613919579972e-01
2.729999999999999982e+00 4.000694775924195090e-01 -9.164848133487693005e-01
2.740000000000000213e+00 3.908847788984521898e-01 -9.204396175879806519e-01
2.750000000000000000e+00 3.816609920523317268e-01 -9.243023786324635616e-01
2.760000000000000231e+00 3.723990394250553115e-01 -9.280727102093327963e-01
2.770000000000000018e+00 3.630998472041683245e-01 -9.317502352885721484e-01
2.780000000000000249e+00 3.537643453011427019e-01 -9.353345861207388312e-01
2.790000000000000036e+00 3.443934672583899848e-01 -9.388254042737361749e-01
2.800000000000000266e+00 3.349881501559046626e-01 -9.422223406686582869e-01
2.810000000000000053e+00 3.255493345175600184e-01 -9.455250556146959084e-01
2.819999999999999840e+00 3.160779642170538084e-01 -9.487332188431070179e-01
2.830000000000000071e+00 3.065749863835229294e-01 -9.518465095402424136e-01
2.839999999999999858e+00 2.970413513068324018e-01 -9.548646163796263853e-01
2.850000000000000089e+00 2.874780123425443867e-01 -9.577872375530903648e-01
2.859999999999999876e+00 2.778859258165867763e-01 -9.606140808009522303e-01
2.870000000000000107e+00 2.682660509296179163e-01 -9.633448634412432598e-01
2.879999999999999893e+00 2.586193496611108311e-01 -9.659793123979747431e-01
2.890000000000000124e+00 2.489467866731525647e-01 -9.685171642284465809e-01
2.899999999999999911e+00 2.392493292139824257e-01 -9.709581651495905463e-01
2.910000000000000142e+00 2.295279470212641948e-01 -9.733020710633486505e-01
2.919999999999999929e+00 2.197836122251169422e-01 -9.755486475810826175e-01
2.930000000000000160e+00 2.100172992508991532e-01 -9.776976700470132453e-01
2.939999999999999947e+00 2.002299847217705320e-01 -9.797489235606842151e-01
2.950000000000000178e+00 1.904226473610270420e-01 -9.817022029984541209e-01
2.959999999999999964e+00 1.805962678942329147e-01 -9.835573130340063974e-01
2.970000000000000195e+00 1.707518289511453236e-01 -9.853140681578838045e-01
2.979999999999999982e+00 1.608903149674557609e-01 -9.869722926960375897e-01
2.990000000000000213e+00 1.510127120863438421e-01 -9.885318208273959906e-01
